,predicted,review
1085,bad,@USAirways here's to sitting on hold for 4 hrs flight Cancelled Flighted and they disconnect twice. #fend4urself #stranded #diverted
1086,bad,"@USAirways Just discovered that they billed us $300 for the rescheduled flight, which cost me a second day of lost work."
1087,bad,@USAirways thanks to the whole team for an on-time flight despite inclement weather http://t.co/eQePkkPSXM
1088,bad,@USAirways over two hours on hold to talk to an agent..then it disconnects me.  been trying for two days! Wtf! Hire some CSRs u make $ now
1089,bad,@USAirways after a crappy flight due to delays and rude staff members I'm happy to report after paying $25 to check my luggage it's ruined
1090,bad,@USAirways No flights out of Philly because of system wide tech issue.   @CBSPhilly
1091,bad,"@USAirways 24 hrs Late Flightr still not home. Hotel, rental car etc with a 5 yr old, what happened to ""customer service is our first priority"""
1092,bad,"@USAirways despite mechanical issues and many delays followed by a Cancelled Flightlation, still getting to Vegas thanks to great gate agents!"
1093,bad,@USAirways now you just hang up on me. I’m starting to think this is personal!
1094,bad,"@USAirways My wife, sick 3yr-old-twins, and I have been waiting in line now for 2hrs to see an agent! Phone agent said nothing til Tuesday!"
1095,bad,@USAirways please respond to me. I've been on hold on the reservations line for an hour and 45 minutes. I would really appreciate it.
1096,bad,"@USAirways @usairways -Really? U land me in Philly 1.5 hours before my flight, wait 1.5 hours behind a plane you got stuck,"
1097,bad,".@USAirways worst experience of all time. Will never, ever, ever travel with you again. EVER"
1098,bad,@USAirways How long before departure do gates stay open? Will I make my connecting flight 1861 to RDU from flight 894???
1099,bad,@USAirways  And now your half assed plane is falling apart. Some one tell my family I love them! #DoBetter http://t.co/UA6doUA34l
1100,bad,@USAirways I'm trying to Cancelled Flight my flight within the 24hr window but have been on hold for over an hour. Is there an alternate # I can dial?
1101,bad,"@USAirways check in at St. Louis is so rude, even the TSA is nicer than them."
1102,bad,"@USAirways any guesstimate on hold times? Can't change my flight online, at 45 mins and counting..."
1103,bad,@USAirways dealing w fam emergency. Was told was rebooked this am to AA flight 4297 out of ORD and now it's not in system. Need help ASAP.
1104,bad,"@USAirways Umm, can you define 'extra time'?"
1105,bad,@USAirways -1st x told no travel advisory-now TWO hrs on hold &amp; disconnected. Fl from BHM to Charlotte to PHL won't go-HELP!!!
1106,bad,"@USAirways literally the worst flying experience of my life, and I have flown a lot"
1107,bad,@USAirways transferred 4x pleeeeeeeease help!
1108,bad,@USAirways How do I get through?
1109,bad,@USAirways call Gate D9 in CLT and get me on this flight
1110,bad,@USAirways never flying with you guys again. Extremely disorganized and too many delays.
1111,bad,@USAirways never fails to disappoint.
1112,good,"@USAirways - love the changes in the lounge - cheese, veggies, olives in addition to the crackers and snack mix,"
1113,bad,@USAirways still waiting on a response
1114,bad,@USAirways - who do I call to use credit fm. prev. cxl tix that can't be rebooked online?Rep I called quoted me $1k higher than the website.
1115,bad,"@USAirways thanks to the gate agent in State College, PA that was able to get me on an earlier flight AND figure out an earlier connection!"
1116,bad,@USAirways they finally answered. They were rude and didn't help me at all.
1117,bad,@USAirways that's it?!?!?
1118,bad,"@USAirways Empty 1st class, Chairman can't move up due 2 silly award travel rule trumping common sense - customer service fail again!"
1119,bad,"@USAirways captain on flight 1712 from PHX-PHL at 3:55 tonight was hilarious. ""Greetings from the pointy end of the airplane"" haha thanks!"
1120,bad,@USAirways got through on the phone. usair Cancelled Flightled her return flights because she missed a flight on her way out. they took care of it
1121,bad,@USAirways landed safely everything worked out.
1122,bad,"@USAirways @AmericanAir hey guys, due to some horrible customer service issues is there any way I can get a checked bag credit?"
1123,bad,@USAirways started trying to reach a real person over an hour ago still no luck
1124,bad,@USAirways would be more pleased if you reassess your business practices.  Goal should be to have passengers on plane as little as possible
1125,bad,@USAirways stranded in Philly- #Starving and can't get a meal voucher even though your plane had mechanical issue /  next flight in 10 hrs
1126,bad,@USAirways gate agents are now working with everyone to resolve connecting flight issues which is my concern
1127,bad,"@USAirways what does ""your reservation is 'out of sync.'"" mean? On hold w customer service 12 min and want an idea what is up"
1128,bad,"@USAirways I did, but it won't help.. Can't believe you wouldn't take full fare for first class and gave away to Platinum Member.. Profits?"
1129,bad,@USAirways any updates on flight 5202 from ORF to PHL no one at gate...  ;(
1130,bad,@USAirways 2.5 hours Late Flightr and the flight has been Cancelled Flightled. You gotta work on your internal communication skills.
1131,bad,"@USAirways on your website and on your boards at Logan it said it was on time, so we went through security and got to the gate (2)"
1132,bad,"@AmericanAir DM the locator code, thanks."
1133,bad,@AmericanAir AND they Cancelled Flighted my flight and left me with no help to find a hotel to stay in. I slept in an airport for a night-_-
1134,bad,"@AmericanAir I'd like to apologize to the gate agent for flight AA76, I was not aware that zone 1 was after the nine other precious gems."
1135,bad,@AmericanAir another day another grievance with this airline. No customer service
1136,bad,@AmericanAir I might look into that. My wife travels much more than I do. Could we both use the membership?
1137,bad,@AmericanAir Trying desperately to get my boyfriend booked on the same US Airways flight as myself for the same price. Can you help?
